status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
511585615610016_1075772579191314,"""กดถูกใจได้สักที"" #มิตรสหายท่านหนึ่ง 
-------
""อะโหล ทำไร
หลังๆ ""เจ้าตัวเล็ก"" มาหาผมน้อยลงบ้าง แมวมัน ""ทรยศ"" น่ะ ไปหาเพื่อนบ้านอีกคนมากขึ้น เพราะเขาชอบให้อาหารมันบ่อยๆ
ภาพเพิ่งถ่าย ผมเพิ่งกลับจากตลาด นอนเอนพักดูเฟซบุ๊ค มันชอบมานอนข้างๆหรือบนตัวตอนผมเอน สมัยก่อนบางทีกลางคืนมานอนด้วยทั้งคืน เดี๋ยวนี้ไม่ค่อยมาละ อากาศที่นี่เริ่มอุ่นขึ้นด้วยน่ะ ก็ดีเหมือนกัน มันมานอนแบบนี้ทีไร ผม ""เกรงใจ"" มัน ไม่ค่อยกล้าขยับตัว จนเมื่อยเลย เช่นในขณะนี้ หิวข้าวเที่ยงแล้วด้วย แต่ ""เกรงใจ"" ไม่กล้าลุกไปหาอะไรกิน ใครช่วยมาเอามันไปทีดิ""

สมศักดิ์ เจียมธีรสกุล, 23 มี.ค.60
ที่มา : https://www.facebook.com/somsakjeam/posts/1264967650223178",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1075772579191314/?type=3,2017-03-24 02:48:18,1992,26,29,1526,28,5,433,0,0
511585615610016_1075735849194987,"""ใครคือทุเรียนกับอีกา ยังไม่น่าสงสัยเท่าเชิญแตงโมมาเป็นกรรมการ แต่ไม่เรียกให้ถามเลย ยกมือเก้อหลายรอบ เอ็นดู๊วว "" #มิตรสหายท่านหนึ่ง",,status,,2017-03-24 01:17:44,1175,21,7,1045,0,4,126,0,0
511585615610016_1075712319197340,"""เดอะแม้วซิงเกอร์"" #มิตรสหายท่านหนึ่ง",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1075712319197340/?type=3,2017-03-24 00:31:05,6985,87,557,5713,23,34,1215,0,0
511585615610016_1075286935906545,"""ถ้าเป็นผม ผมอาจ กด ออโต้ ไปแล้ว ก็ได้ นี่เขายิง ไปนัดเดียว อีกคนขว้างระเบิด ผมว่า สมเหตุผล ในการป้องกันตนเอง. เพาะทหารก็ ยิงแขน แต่พลาดโดนจุดสำคัญ บุญของน้อง มีแค่นั้น"" 

พล.ท.วิจักขฐ์ สิริบรรสพ, 23 มี.ค.60
แม่ทัพภาคที่3 กล่าวถึงการวิพากษ์วิจารณ์และตั้งคำถามถึงการปฏิบัติหน้าที่ของทหารจากการวิสามัญฆาตกรรม นายชัยภูมิ ป่าแส นักเคลื่อนไหวชาติพันธุ์ชาวลาหู่ 
ที่มา : อึ้ง!!?? ""ถ้าเป็นผมอาจกดออโต้ไปแล้ว"" แม่ทัพภาค 3 http://www.komchadluek.net/news/regional/267050",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1075286935906545/?type=3,2017-03-23 11:45:54,3085,254,242,1846,1,46,33,273,886
511585615610016_1075262735908965,"""ถึงไม่ได้สนใจรายการนักร้องหน้ากากอะไรนี่แต่ผมก็ลุ้นเหมือนกัน เพราะตอนนั่งรถแท็กซี่มา คนขับเขาลุ้นมาก เปิดทีวีดูไปด้วย แล้วเน็ทมันก็ค้าง พอมันค้างเขาก็ชะลอรถเอามือนึงจับพวงมาลัย อีกมือนึงกดรีเฟรชทีวี เป็นเช่นนี้อยู่หลายครั้งระหว่างทาง ลุ้นเลย จะถึงบ้านไหมลูกกก"" #มิตรสหายท่านหนึ่ง

 #themasksinger",,status,,2017-03-23 11:07:16,1308,18,5,1090,2,1,215,0,0
511585615610016_1075180325917206,"คนอังกฤษจะร่วมมือกันทำให้ผู้ที่ต้องการทำลายค่านิยมของความเป็นประชาธิปไตย ความอดทนอดกลั้น และหลักนิติธรรม ต้องเป็นฝ่ายพ่ายแพ้ เพราะไม่มีทางที่ค่านิยมเหล่านี้จะถูกทำลาย

- แอมเบอร์ รัดด์ รัฐมนตรีมหาดไทยอังกฤษ 
ในแถลงการณ์ถึงเหตุก่อการร้ายที่เกิดขึ้น",เกิดเหตุร้ายใกล้รัฐสภาอังกฤษ ตร.ยันเสียชีวิต 4 คน ระบุเป็น 'เหตุก่อการร้าย',link,http://prachatai.org/journal/2017/03/70704,2017-03-23 08:55:46,690,17,12,634,14,5,2,34,1
511585615610016_1074999519268620,"""โฆษณาที่อาจารย์พูดถึงเรียกว่า adsense (ของ google) จะแสดงผลแต่ละคนไม่เหมือนกัน ไม่ใช่อนาจารหรือผิดศีลธรรมใดๆ""
-   wit R‏ @pwittaya 
ที่มา : https://twitter.com/somkiatonwimon/status/844547044685471744",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1074999519268620/?type=3,2017-03-23 04:15:15,984,65,118,657,2,8,317,0,0
511585615610016_1074776999290872,"""ทําไมมันช่างเปราะบางเหลือเกิน..""",ห้ามครู-นร.สระแก้วเดินรณรงค์ปัญหาขยะพิษ,link,http://www.komchadluek.net/news/regional/266868,2017-03-22 20:39:18,4548,89,440,3703,5,62,397,258,123
511585615610016_1074574015977837,"เด็กปั้ม ""ผมไม่มีความผิดอะไร""
---
""คุณมีแน่ ชั้นตั้งคุณแน่ อยู่ที่ปากกาชั้นค่ะ""
- ผู้หญิงในคลิป ซึ่งอ้างว่าชื่อ ""ผู้กองฝ้าย"" กล่าว

ที่มา : นาทีที่ 1.45 https://www.facebook.com/162757907525039/videos/229864637481032

-----
ล่าสุด ตำรวจแจงไม่มี ""ผู้กองฝ้าย"" ที่มา https://www.khaosod.co.th/special-stories/news_266636
พ.ต.อ.อำนาจ อินทรศวร ผกก.สน.บางเขน ระบุว่า คลิปดังกล่าวเกิดขึ้นเมื่อวันที่ 21 มี.ค. เวลาประมาณ 22.00 น. บริเวณปั้มน้ำมันที่อยู่ตรงข้ามบิ๊กซีสะพานใหม่ หญิงสาวที่อยู่ในคลิปมีอาชีพเป็นพนักงานบริษัทแห่งหนึ่งไม่ได้เป็นตำรวจแต่อย่างใด แต่ขณะนั้นหญิงสาวคนดังกล่าวได้โทรแจ้งความกับ 191 ก่อนที่ 191 จะประสานให้เข้าแจ้งความที่ สน.บางเขน และทางเจ้าหน้าที่ตำรวจได้ลงบันทึกประจำวัน และไกล่เกลี่ยไปเรียบร้อยแล้ว",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1074574015977837/?type=3,2017-03-22 14:25:53,2848,97,56,2039,4,31,663,7,104
511585615610016_1074511655984073,"""ปีนี้ผมเลือกที่จะผ่อนผัน แต่ผมตัดสินใจมั่นว่าผมจะต่อสู้และผมจะไม่สังฆกรรมในการเกณฑ์ทหารใดๆ ผมไม่เห็นด้วยกับการรักชาติในรูปแบบนี้ ทำไมผมไม่สามารถทำอย่างอื่นได้ ทำไมนักร้อง นักแสดง หรือทุกๆ คนไม่อาจจะรักชาติในรูปแบบอื่น ทำไมชิน ชินวุฒิ ไม่ไปร้องเพลง ทำไมมาริโอ้ต้องอ้างเป็นโรคหอบ ใครเป็นคนกำหนดว่าอย่างไหนคือการ ""รักชาติ"" เรารักชาติโดยไม่ต้องฆ่า ไม่ต้องถืออาวุธ ไม่ต้องถูกล้างสมองให้เหมือนกันได้ไหม ประเทศที่เดินตามทางทหารเดียวๆ ทุกวันนี้ การรักชาติทหารนิยามกลุ่มเดียวใช่ไหม นี่ไม่ใช่ประเทศที่ผมต้องการ ผมเห็นแล้วว่า 3 ปีมานี้กับแนวคิดบ้าบออ้างรักชาตินี้ เราสูญเสียโอกาสไปขนาดไหน ผมขอต่อสู้เพื่อสิทธิของผม และสิทธิแห่งอนาคตของประเทศนี้ ผมขอย้ำอีกทีด้วยว่า ผมขอผ่อนผัน ผมกำลังยุ่งวุ่นรับใช้ชาติในแบบของผมอยู่ครับ""

เนติวิทย์ โชติภัทร์ไพศาล, 21 มี.ค.60
กล่าวถึงการเกณฑ์ทหาร
ที่มา : 'จ่านิว' โพสต์ถ้าติดทหาร ถูกกระทืบตายแน่ 'เนติวิทย์' ระบุปีนี้จะผ่อนผัน http://prachatai.org/journal/2017/03/70698
ภาพจาก ไข่แมว",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1074511655984073/?type=3,2017-03-22 12:46:11,4247,169,356,3898,57,61,225,2,4
511585615610016_1074300816005157,"เมื่อเข้ามาในวงการการเมืองแล้ว ต้นทุนก็สูง ก็ต้องเอาจากของหลวง จนในที่สุดไม่ได้ทำงานเพื่อพัฒนา แต่ทำเพื่อเอาสัดส่วนจากสิ่งที่ทำ เรียกกันว่า ทุจริตเชิงนโยบาย โดยใช้อำนาจไปในทางที่ไม่สุจริต และรักษาอำนาจด้วยวิธีการเอาทุนคืนและสะสมทุนรอนต่อไปในวันข้างหน้า ซึ่งเป็นวิกฤตที่อันตรายที่สุดสำหรับประเทศและประชาชน รวมถึงทำลายความน่าเชื่อถือของระบอบประชาธิปไตย 

นายมีชัย ฤชุพันธุ์, 22 มี.ค.60
ประธานกรรมการร่างรัฐธรรมนูญ (กรธ.) กล่าวปาฐกถาเรื่องบทบาทของรัฐธรรมนูญในการคลี่คลายวิกฤตการณ์ทางการเมืองไทย

ที่มา : http://www.tnamcot.com/view/58d2259fe3f8e44ca13b6cad",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1074300816005157/?type=3,2017-03-22 07:31:45,811,99,47,585,1,5,158,2,60
511585615610016_1073557592746146,"""พวกเราต้องเข้าใจว่า อันแรก ทุกคนต้องเข้าใจในเหตุผลความจำเป็นในการที่ต้องมี อันที่หนึ่ง ถ้าเข้าใจตรงกันโอเค ต้องมี อันที่สอง คือ มีแล้วจะซื้อจากไหน เพราะเราผลิตเองไม่ได้ เราไม่มีเงินเพียงพอที่จะไปซื้อของแพงๆ  อันที่สาม คือ ไอ้ที่มันเป็นตัวเลือกนี่ ราคามันถูกกว่า แต่คุณสมบัติมันยังต่ำนี่รับได้ไหม ปลอดภัยไหม ซึ่งมันก็มีหลายอย่าง วันนี้กองทัพไทยก็ซื้อของแบบนี่ล่ะ เพราะเงินเรามีน้อยไง"" 

พล.อ.ประยุทธ์ จันทร์โอชา, 21 มี.ค.60
กล่าวถึงโครงการจัดซื้อเรือดำน้ำของกองทัพเรือ จากประเทศจีน ซึ่ง 2 ลำ ให้ 3 ลำ
ที่มา : ประยุทธ์ ชี้เรือดำน้ำโปรจีน เด็ดสุด ซื้อ 2 แถม 1 ถูก-คุณภาพใช้ได้ พร้อมบริการเสริมแน่น http://prachatai.org/journal/2017/03/70677",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1073557592746146/?type=3,2017-03-21 08:19:17,804,163,78,486,4,11,190,14,99
511585615610016_1073503809418191,"""ถ้าประเทศไทยหลุดจากประเทศกับดักรายได้ปานกลางเมื่อไร เราน่าจะมีแชมป์โลกมวยน้อยลงอ่ะครับ อุตสาหกรรมนี้ในบ้านเรามักขับเคลื่อนด้วยความแร้นแค้นและความสู้ชีวิต . ."" #มิตรสหายท่านหนึ่ง",กูรูมวยโลก สดุดีศรีสะเกษ ไร้ตังเข้ากรุงทำมาม่าให้แฟนกินเส้น ตัวเองซดน้ำ,link,http://www.thairath.co.th/content/891101,2017-03-21 06:39:53,3216,41,70,2958,13,24,97,122,2
511585615610016_1073489816086257,"""เราไม่ได้ทำการล่อซื้อ แต่เมื่อมีคนร้องเรียนว่า มีการทำผิดกฎหมาย  เราก็ต้องตรวจสอบ จับกุม ทำให้กฎหมายมีความเหมาะสม หากปล่อยไว้ ก็ทำให้แท็กซี่ไม่พอใจ เพราะเขาทำถูกกฎหมาย แต่มีคนแย่งอาชีพ จึงต้องหาทางออกร่วมกัน""

พล.อ.ประยุทธ์ จันทร์โอชา, 21 มี.ค.60
นายกรัฐมนตรี กล่าวถึง แอพพลิเคชั่น Uber 
ที่มา : นายกฯ ไม่มีแนวคิดใช้ ม.44 กับ Uber http://www.tnamcot.com/view/58d0e81ae3f8e44ca13b6be1",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1073489816086257/?type=3,2017-03-21 06:11:56,902,78,73,571,2,10,233,7,79
511585615610016_1073305772771328,"""..ขอบคุณทุกคนทั้งที่มาและไม่ได้มาแล้วก็เซ็นหรือไม่ได้เซ็น เพราะเรามีใจให้กันอยู่แล้ว 
เราต่างคนต่างทำหน้าที่ของตัวเองให้ดีที่สุดอะนะ เพราะฉะนั้นตลอดหลายวันที่ผ่านมา
นายกอาจจะแรงไปบ้างก็ขอโทษด้วยเพราะเป็นเรื่องของงาน เป็นเรื่องของความเครียดที่มันจำเป็นต้องทำทุกอย่างให้มันสำเร็จ ไม่เช่นนั้นทุกอย่างจะเดินหน้าไปไม่ได้""

พล.อ.ประยุทธ์ จันทร์โอชา, 21 มี.ค.60
กล่าวกับผู้สื่อข่าวที่อวยพรวันเกิด
ที่มา : https://www.youtube.com/watch?v=dwDJWPR8gQw",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1073305772771328/?type=3,2017-03-21 01:01:17,510,64,8,303,3,4,146,2,52
511585615610016_1073037249464847,"ยืนยันที่จะเดินหน้าให้บริการต่อไป เพราะบริการของอูเบอร์ไม่ได้ผิดกฎหมาย เพียงแต่ประเทศไทยยังไม่มีกฎหมายรองรับระบบบริการร่วมเดินทางของอูเบอร์มากกว่า  ขณะที่อินโดนีเซีย มาเลเซีย และสิงคโปร์ มีกฎหมายรองรับและสามารถให้บริการได้  

เอมี่ กุลโรจน์ปัญญา, 20 มี.ค.60
ผู้อำนวยการอาวุโส ฝ่ายรัฐสัมพันธ์สื่อสารองค์กร ประจำภูมิภาคเอเชียแปซิฟิก หรืออูเบอร์
ที่มา : 'คมนาคม' อ้างอูเบอร์รับปากยุติให้บริการ ระหว่างศึกษา ด้านอูเบอร์ยันไม่ได้รับปาก http://prachatai.org/journal/2017/03/70668",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1073037249464847/?type=3,2017-03-20 20:00:00,1091,46,48,999,14,4,71,2,1
511585615610016_1073012642800641,"""จากการตรวจสอบยืนยันว่า ทหารไม่ได้ชนแล้วหนี แต่เนื่องจากขณะนั้น คู่กรณีมีอารมณ์รุนแรง และพิจารณาแล้ว คิดว่าคงคุยกันไม่รู้เรื่อง เลยขับรถออกไป รถทหารเป็นรถขนาดใหญ่ มีสังกัดชัดเจนว่ามาจากหน่วยใด ทหารไม่ได้หนีเพราะเฉี่ยวชน แต่หนีอารมณ์ของคู่กรณี และเมื่อเจอบุคคลที่สาม คือเจ้าหน้าที่ตำรวจ จึงจอดเพื่อไกล่เกลี่ยกัน แต่ในส่วนของคู่กรณีเอาคลิปไอโพสต์ เพื่อให้สังคมเข้าใจว่าทหารชนแล้วหน""

พ.อ.วินธัย สุวารี, 20 มี.ค.60
โฆษกกองทัพบก
กล่าวถึงกรณีโซเชียลเน็ตเวิร์กมีการเผยแพร่วิดีโอคลิปที่ระบุว่าเป็นการไล่ล่ารถทหาร ซึ่งอ้างว่า ทหารชนแล้วหนี ปิดบังป้ายทะเบียน ซึ่งผู้ถ่ายยืนยันว่ารถของเข้าหน้าที่ทหารเบียดรถจักรยานยนต์จนเสียหลักไปเบียดรถคนอื่นด้วย
ที่มา : โฆษก ทบ. ยันทหารไม่ได้ชนแล้วหนี อ้างที่ขับออกเพราะคู่กรณีกำลังหัวร้อน http://prachatai.org/journal/2017/03/70667",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1073012642800641/?type=3,2017-03-20 19:00:02,3715,320,213,2259,11,72,1120,17,236
511585615610016_1072993252802580,"""..ผมตามข่าวมานาน ตามมาตลอด เพราะฉะนั้นไม่ต้องห่วงนะครับ ความมั่นคงตามทุกเรื่อง จำไว้
โกตี๋มันจัดไง ให้มันว่าไปสิ มันจัด ตอนนี้เอาตัวให้รอกเถอะโกตี๋อะ 
(ผู้สื่อข่าวคำถามเรื่องมีคนจะใช้อาวุธสงครามมาลอบสังหารผู้นำ?) ""..อันนั้นก็มีคนเข้าผูด โกตี๋นั่นล่ะเป็นคนพูด ประกาศลั่นเลยแล้วก็มีคนรับลูก..
..โกตี๋เป็นใคร แล้วคุณดูสิในอดีตเขาเป็นใคร มาพูดจาอะไรเยอะแยะนี่ ทำไมจะต้องฟังด้วยล่ะ
..ไม่หวั่นไหวหรอก ไม่ไหวเหวยอะไรทั้งนั้น ผมไม่บางทีอะไรกับใครหรอก ผมผ่านศึกสงครามมาเยอะแล้ว ไม่เป็นไรหรอก""

พล.อ.ประวิตร วงษ์สุวรรณ, 20 มี.ค.60
ที่มา : https://youtu.be/cn4xgMZo6hQ",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1072993252802580/?type=3,2017-03-20 13:53:48,850,82,16,507,4,4,291,2,42
511585615610016_1072792866155952,"""หากรัฐบาลต้องการใช้อภินิหารทางกฎหมายในการตรวจสอบการเสียภาษี ทักษิณ ชินวัตร อดีตนายกรัฐมนตรีได้ ก็ต้องมีการตรวจสอบการเสียภาษีของนักการเมืองคนอื่น รวมถึง พล.อ.ประวิตรได้ด้วย ผมไม่ได้บอกว่า พล.อ.ประวิตรมีความผิด เพียงแต่ต้องการให้กรมสรรพากรเข้าไปตรวจสอบและชี้แจงข้อเท็จจริงออกมาเท่านั้น""  

เรืองไกร ลีกิจวัฒนะ, 20 มี.ค.60
อดีตส.ส.พรรคเพื่อไทย
กล่าวกรณี เดินทางไปที่กรมสรรพากร เพื่อยื่นหนังสือให้ตรวจสอบ พล.อ.ประวิตร วงษ์สุวรรณ รองนายกรัฐมนตรีและ รมว.กลาโหม ว่าเสียภาษีอย่างถูกต้องหรือไม่ จากกรณีที่ระบุไว้ในบัญชีทรัพย์สินที่ยื่นต่อ ป.ป.ช. กรณีเข้ารับตำแหน่ง รมว.กลาโหม เมื่อปี 2551 ว่ามีเช็คเงินสด จำนวน 1 ล้านบาท อยู่ในบัญชีรายการทรัพย์สินอื่น เพราะหากมีการนำเช็คดังกล่าวไปขึ้นเงิน ก็จะถือว่าเป็น ""เงินได้พึงประเมิน"" ตามมาตรา 39 แห่งประมวลรัษฎากร ซึ่ง พล.อ.ประวิตร ควรจะนำไปยื่นเสียภาษีเงินได้ตามมาตรา 40 แห่งประมวลรัษฎากร ภายในวันที่ 31 มี.ค. 2552 ซึ่งหากไม่มีการเสียภาษี กรมสรรพากรก็ควรเรียกเก็บภาษีพร้อมเงินเพิ่มและเบี้ยปรับ ภายในอายุความ 10 ปี
ที่มา : สตง.ยันไม่เลือกปฏิบัติสอบภาษีนักการเมือง ด้าน 'เรืองไกร' ยื่นสรรพากรสอบภาษี 'ประวิตร' แล้ว http://prachatai.org/journal/2017/03/70656",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1072792866155952/?type=3,2017-03-20 08:13:08,1246,24,21,1087,9,18,131,1,0
511585615610016_1072735752828330,"เมื่อเวลา 10.00 น. ของวันที่ 17 มีนาคม เจ้าหน้าที่ทหาร สังกัดกองร้อยทหารม้าที่ 2 บก.ควบคุมที่ 1 หน่วยเฉพาะกิจกรมทหารม้าที่ 5 ได้จัดตั้งจุดตรวจค้นยาเสพติดบริเวณสามแยกรินหลวง พบรถยนต์ฮอนด้าแจ๊ซ สีดำ หมายทะเบียน ขก 3774 เชียงใหม่ มียาบ้าจำนวน 2,800 เม็ด ซุกซ่อนไว้บริเวณกรองอากาศ จึงเข้าดำเนินการจับกุมนายพงศ์นัย แสงตะล้า อายุ 19 ปี ซึ่งทำหน้าที่เป็นคนขับรถไว้ได้ แต่นายชัยภูมิ ป่าแส อายุ 21 ปี ซึ่งเป็นผู้ที่นั่งมาด้วยทางด้านหน้าข้างคนขับ ได้มีการขัดขืนโดยได้วิ่งหนีออกจากรถไป เพื่อหวังจะหลบหนีการจับกุม ทางเจ้าหน้าที่ทหารจึงได้วิ่งไล่ติดตามไป และเมื่อใกล้ถึงตัวนายชัยภูมิ กลับเกิดเหตุการณ์ที่น่าเสียใจคือ นายชัยภูมิกลับหยิบระเบิดมือที่พกไว้ออกมา พยายามที่จะขว้างปาใส่เพื่อหวังจะทำร้ายเจ้าหน้าที่

""ดังนั้นเจ้าหน้าที่จึงจำเป็นต้องใช้อาวุธปืนประจำกายยิงออกไป เพื่อจะหยุดการกระทำและเพื่อเป็นการป้องกันตัวจำนวน 1 นัด จึงเป็นเหตุให้นายชัยภูมิ ป่าแส เสียชีวิต"" 

พ.อ.วินธัย สุวารี} 20 มี.ค.60
โฆษกกองทัพบก กล่าวถึงกรณีที่มีการวิพากษ์วิจารณ์ว่าเจ้าหน้าที่ทหารได้กระทำการที่เกินกว่าเหตุในระหว่างปฏิบัติหน้าที่ต่อผู้กระทำผิดตาม พ.ร.บ.ยาเสพติด โดยวิสามัญฆาตกรรมนายชัยภูมิ ป่าแส นักเคลื่อนไหวกิจกรรมชาติพันธุ์ลาหู่ ที่อำเภอเชียงดาว จังหวัดเชียงใหม่

ที่มา : โฆษกทบ. ป้องจนท.วิสามัญฯ""นักกิจกรรมลาหู่""ดับ ยัน ยิงป้องกันตัวเพราะมีระเบิดในมือ https://www.matichonweekly.com/hot-news/article_28769",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1072735752828330/?type=3,2017-03-20 06:41:46,966,104,77,599,1,12,70,47,237
511585615610016_1072030119565560,"""การใช้มาตรา 44 นั้นมีความจำเป็นทั้งนี้เนื่องจากกฎหมายปกติถูกละเมิด แล้วก็มีการใช้ ""กฎหมู่"" 

ประยุทธ์ จันทร์โอชา, 17 มี.ค.60
นายกรัฐมนตรี
ที่มา : ศาสตร์พระราชา สู่การพัฒนาอย่างยั่งยืน วันศุกร์ที่ 17 มีนาคม 2560 - ที่มา :  http://www.thaigov.go.th/news/contents/details/2453",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1072030119565560/?type=3,2017-03-19 10:33:48,1929,146,88,1156,3,30,592,15,133
511585615610016_1071875622914343,,เด็กหลังห้อง,photo,https://www.facebook.com/1564062570484273/photos/a.1576251395932057.1073741828.1564062570484273/1959077590982767/?type=3,2017-03-19 07:03:23,1149,93,1,836,8,30,265,6,4
511585615610016_1071256362976269,"""ฮา 

น้อยเนื้อต่ำใจ ตัดพ้อว่าคนดูแต่ละคร เกมโชว์ ไม่ดูข่าว

ท้ายบทความแปะลิงก์ชวนคนไปดูรายการที่ตัวเองจัด เอ้าไหนลองกดดูหน่อย อ๋อ แบบนี้มั้งที่เรียกว่าข่าว หมอปลากับวิญญาณพยาบาท ไสยศาสตร์แบบนี้สาระดีมีคุณค่าต่อสังคมจริงๆ""

#มิตรสหายท่านหนึ่ง",สังคมไทย สังคมดูละคร ดูเกมโชว์...กนก รัตน์วงศ์สกุล,link,http://www.nationtv.tv/main/content/lifestyle/378539126/,2017-03-18 12:54:25,3447,273,85,2563,8,6,863,5,2
